source,search_query,county_query,search_town,search_town_norm,search_county,title,price_raw,rent_price,beds_raw,location_raw,listing_url,raw_card_text,date_scraped,scraped_at,source_search_url,combined_text,bedrooms,bathrooms,sqft,is_furnished_source,is_furnished_text_flag,is_furnished_final,title_clean,location_clean,location_norm,resolved_town_norm,resolved_town,resolved_county,location_resolution_source,actual_town_norm,actual_town,actual_county,actual_town_source,listing_town_norm,listing_town,listing_county,listing_town_source,modeling_town_norm,modeling_town,modeling_county,search_location_mismatch_flag,non_residential_flag,out_of_state_location_flag,outside_target_area_review_flag,rent_missing_flag,rent_nonpositive_flag,rent_iqr_lower_overall,rent_iqr_upper_overall,rent_iqr_outlier_overall_flag,rent_iqr_outlier_by_source_flag,rent_iqr_lower_by_source,rent_iqr_upper_by_source,quality_exclusion_flag,geography_exclusion_flag,baseline_exclusion_flag,rental_town_norm,assessor_town_norm,assessor_records,town_median_total_value,town_mean_total_value,town_median_building_value,town_median_land_value,town_median_building_size,town_median_lot_size
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,Beautifully Renovated Historic 3 Bedroom Walk to Downtown,,2600.0,,,https://www.furnishedfinder.com/property/569861_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Condo in Bath, ME Beautifully Renovated Historic 3 Bedroom Walk to Downtown Beautifully Renovated Historic 3 Bedroom Walk to Downtown Bath, ME Available Available $2,600 /month 3 Bedrooms 1 Bathroom 3 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Beautifully Renovated Historic 3 Bedroom Walk to Downtown   House House icon Condo in Bath, ME Beautifully Renovated Historic 3 Bedroom Walk to Downtown Beautifully Renovated Historic 3 Bedroom Walk to Downtown Bath, ME Available Available $2,600 /month 3 Bedrooms 1 Bathroom 3 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",3.0,1.0,,1,0,1,Beautifully Renovated Historic 3 Bedroom Walk to Downtown,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,Convenient and Cozy home in uptown Bath,,2000.0,,,https://www.furnishedfinder.com/property/769384_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon House in Bath, ME Convenient and Cozy home in uptown Bath Convenient and Cozy home in uptown Bath Bath, ME Available: Oct. 31, 2026 Available: Oct. 31, 2026 $2,000 /month 2 Bedrooms 1.5 Bathrooms 2 bdr 1.5 ba Parking Pets Allowed Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Convenient and Cozy home in uptown Bath   House House icon House in Bath, ME Convenient and Cozy home in uptown Bath Convenient and Cozy home in uptown Bath Bath, ME Available: Oct. 31, 2026 Available: Oct. 31, 2026 $2,000 /month 2 Bedrooms 1.5 Bathrooms 2 bdr 1.5 ba Parking Pets Allowed Utilities Included Utilities included WiFi Washer and dryer",2.0,1.5,,1,0,1,Convenient and Cozy home in uptown Bath,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,The Upper Deck,,1900.0,,,https://www.furnishedfinder.com/property/360986_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Bath, ME The Upper Deck The Upper Deck Bath, ME Available: Aug. 31, 2026 Available: Aug. 31, 2026 $1,900 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"The Upper Deck   House House icon Apartment in Bath, ME The Upper Deck The Upper Deck Bath, ME Available: Aug. 31, 2026 Available: Aug. 31, 2026 $1,900 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",1.0,1.0,,1,0,1,The Upper Deck,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,Washington St Apt. 4,,2400.0,,,https://www.furnishedfinder.com/property/438788_3?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Bath, ME Washington St Apt. 4 Washington St Apt. 4 Bath, ME Available: Aug. 31, 2026 Available: Aug. 31, 2026 $2,400 /month 2 Bedrooms 1.5 Bathrooms 2 bdr 1.5 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Washington St Apt. 4   House House icon Apartment in Bath, ME Washington St Apt. 4 Washington St Apt. 4 Bath, ME Available: Aug. 31, 2026 Available: Aug. 31, 2026 $2,400 /month 2 Bedrooms 1.5 Bathrooms 2 bdr 1.5 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2.0,4.0,,1,0,1,Washington St Apt. 4,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,"2 Bedroom House, Furnished, Sunny and Clean",,2200.0,,,https://www.furnishedfinder.com/property/940012_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon House in Bath, ME 2 Bedroom House, Furnished, Sunny and Clean 2 Bedroom House, Furnished, Sunny and Clean Bath, ME Available: Jun. 30, 2026 Available: Jun. 30, 2026 $2,200 /month 2 Bedrooms 1 Bathroom 2 bdr 1 ba Parking Pets Allowed Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"2 Bedroom House, Furnished, Sunny and Clean   House House icon House in Bath, ME 2 Bedroom House, Furnished, Sunny and Clean 2 Bedroom House, Furnished, Sunny and Clean Bath, ME Available: Jun. 30, 2026 Available: Jun. 30, 2026 $2,200 /month 2 Bedrooms 1 Bathroom 2 bdr 1 ba Parking Pets Allowed Utilities Included Utilities included WiFi Washer and dryer",2.0,1.0,,1,1,1,"2 Bedroom House, Furnished, Sunny and Clean",,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,Southside Suites,,2500.0,,,https://www.furnishedfinder.com/property/910419_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Bath, ME Southside Suites Southside Suites Bath, ME Available: Dec. 31, 2026 Available: Dec. 31, 2026 $2,500 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Southside Suites   House House icon Apartment in Bath, ME Southside Suites Southside Suites Bath, ME Available: Dec. 31, 2026 Available: Dec. 31, 2026 $2,500 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",1.0,1.0,,1,0,1,Southside Suites,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,Tranquil Bedroom Rental In A Quiet Beautiful Home B1,,995.0,,,https://www.furnishedfinder.com/property/492294_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"Room - House in Bath, ME Tranquil Bedroom Rental In A Quiet Beautiful Home B1 Tranquil Bedroom Rental In A Quiet Beautiful Home B1 Bath, ME Available: Sep. 29, 2026 Available: Sep. 29, 2026 $995 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Tranquil Bedroom Rental In A Quiet Beautiful Home B1   Room - House in Bath, ME Tranquil Bedroom Rental In A Quiet Beautiful Home B1 Tranquil Bedroom Rental In A Quiet Beautiful Home B1 Bath, ME Available: Sep. 29, 2026 Available: Sep. 29, 2026 $995 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",1.0,1.0,,1,0,1,Tranquil Bedroom Rental In A Quiet Beautiful Home B1,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,Historic District,,2350.0,,,https://www.furnishedfinder.com/property/946231_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Bath, ME Historic District Historic District Bath, ME Available: Jul. 31, 2026 Available: Jul. 31, 2026 $2,350 /month 2 Bedrooms 1 Bathroom 2 bdr 1 ba Parking Pets Allowed WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Historic District   House House icon Apartment in Bath, ME Historic District Historic District Bath, ME Available: Jul. 31, 2026 Available: Jul. 31, 2026 $2,350 /month 2 Bedrooms 1 Bathroom 2 bdr 1 ba Parking Pets Allowed WiFi Washer and dryer",2.0,1.0,,1,0,1,Historic District,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,Quiet 1-Bedroom Apartment in Historic Bath,,1990.0,,,https://www.furnishedfinder.com/property/846882_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Bath, ME Quiet 1-Bedroom Apartment in Historic Bath Quiet 1-Bedroom Apartment in Historic Bath Bath, ME Available: Sep. 11, 2026 Available: Sep. 11, 2026 $1,990 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Pets Allowed WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Quiet 1-Bedroom Apartment in Historic Bath   House House icon Apartment in Bath, ME Quiet 1-Bedroom Apartment in Historic Bath Quiet 1-Bedroom Apartment in Historic Bath Bath, ME Available: Sep. 11, 2026 Available: Sep. 11, 2026 $1,990 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Pets Allowed WiFi Washer and dryer",1.0,1.0,,1,0,1,Quiet 1-Bedroom Apartment in Historic Bath,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,Washington St. Apt. 1,,1700.0,,,https://www.furnishedfinder.com/property/438788_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Bath, ME Washington St. Apt. 1 Washington St. Apt. 1 Bath, ME Available: Aug. 15, 2026 Available: Aug. 15, 2026 $1,700 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Washington St. Apt. 1   House House icon Apartment in Bath, ME Washington St. Apt. 1 Washington St. Apt. 1 Bath, ME Available: Aug. 15, 2026 Available: Aug. 15, 2026 $1,700 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",1.0,1.0,,1,0,1,Washington St. Apt. 1,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,Cozy home - 3 blocks from Downtown Bath,,3500.0,,,https://www.furnishedfinder.com/property/969418_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon House in Bath, ME Cozy home - 3 blocks from Downtown Bath Cozy home - 3 blocks from Downtown Bath Bath, ME Available: Aug. 01, 2026 Available: Aug. 01, 2026 $3,500 /month 3 Bedrooms 2.5 Bathrooms 3 bdr 2.5 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Cozy home - 3 blocks from Downtown Bath   House House icon House in Bath, ME Cozy home - 3 blocks from Downtown Bath Cozy home - 3 blocks from Downtown Bath Bath, ME Available: Aug. 01, 2026 Available: Aug. 01, 2026 $3,500 /month 3 Bedrooms 2.5 Bathrooms 3 bdr 2.5 ba Parking Utilities Included Utilities included WiFi Washer and dryer",3.0,2.5,,1,0,1,Cozy home - 3 blocks from Downtown Bath,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,Tranquil Bedroom in a quiet Beautiful Home,,995.0,,,https://www.furnishedfinder.com/property/492294_2?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"Room - House in Bath, ME Tranquil Bedroom in a quiet Beautiful Home Tranquil Bedroom in a quiet Beautiful Home Bath, ME Available: Aug. 31, 2026 Available: Aug. 31, 2026 $995 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Tranquil Bedroom in a quiet Beautiful Home   Room - House in Bath, ME Tranquil Bedroom in a quiet Beautiful Home Tranquil Bedroom in a quiet Beautiful Home Bath, ME Available: Aug. 31, 2026 Available: Aug. 31, 2026 $995 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",1.0,1.0,,1,0,1,Tranquil Bedroom in a quiet Beautiful Home,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,Washington apt. 3,,2400.0,,,https://www.furnishedfinder.com/property/438788_2?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Bath, ME Washington apt. 3 Washington apt. 3 Bath, ME Available: Sep. 02, 2026 Available: Sep. 02, 2026 $2,400 /month 2 Bedrooms 1.5 Bathrooms 2 bdr 1.5 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Washington apt. 3   House House icon Apartment in Bath, ME Washington apt. 3 Washington apt. 3 Bath, ME Available: Sep. 02, 2026 Available: Sep. 02, 2026 $2,400 /month 2 Bedrooms 1.5 Bathrooms 2 bdr 1.5 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2.0,3.0,,1,0,1,Washington apt. 3,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,Lupine Hideaway - Bath Maine,,2800.0,,,https://www.furnishedfinder.com/property/749267_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Bath, ME Lupine Hideaway - Bath Maine Lupine Hideaway - Bath Maine Bath, ME Available: Dec. 31, 2026 Available: Dec. 31, 2026 $2,800 /month 2 Bedrooms 1 Bathroom 2 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Lupine Hideaway - Bath Maine   House House icon Apartment in Bath, ME Lupine Hideaway - Bath Maine Lupine Hideaway - Bath Maine Bath, ME Available: Dec. 31, 2026 Available: Dec. 31, 2026 $2,800 /month 2 Bedrooms 1 Bathroom 2 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2.0,1.0,,1,0,1,Lupine Hideaway - Bath Maine,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,"Charming Room in Shared Condo with Work Area, Assigned Parking, & Utilities Included.",,1200.0,,,https://www.furnishedfinder.com/property/892000_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"Room - Condo in Bath, ME Charming Room in Shared Condo with Work Area, Assigned Parking, & Utilities Included. Charming Room in Shared Condo with Work Area, Assigned Parking, & Utilities Included. Bath, ME Available: Nov. 30, 2026 Available: Nov. 30, 2026 $1,200 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Charming Room in Shared Condo with Work Area, Assigned Parking, & Utilities Included.   Room - Condo in Bath, ME Charming Room in Shared Condo with Work Area, Assigned Parking, & Utilities Included. Charming Room in Shared Condo with Work Area, Assigned Parking, & Utilities Included. Bath, ME Available: Nov. 30, 2026 Available: Nov. 30, 2026 $1,200 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",1.0,1.0,,1,0,1,"Charming Room in Shared Condo with Work Area, Assigned Parking, & Utilities Included.",,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,2BR furnished Condo for short term Rental in Bath-City of Ships,,1850.0,,,https://www.furnishedfinder.com/property/375561_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Condo in Bath, ME 2BR furnished Condo for short term Rental in Bath-City of Ships 2BR furnished Condo for short term Rental in Bath-City of Ships Bath, ME Available: Jan. 31, 2027 Available: Jan. 31, 2027 $1,850 /month 2 Bedrooms 1.5 Bathrooms 2 bdr 1.5 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"2BR furnished Condo for short term Rental in Bath-City of Ships   House House icon Condo in Bath, ME 2BR furnished Condo for short term Rental in Bath-City of Ships 2BR furnished Condo for short term Rental in Bath-City of Ships Bath, ME Available: Jan. 31, 2027 Available: Jan. 31, 2027 $1,850 /month 2 Bedrooms 1.5 Bathrooms 2 bdr 1.5 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2.0,1.5,,1,1,1,2BR furnished Condo for short term Rental in Bath-City of Ships,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,"Large, Airy 1-1/2 Bedroom Apartment in Bath",,2300.0,,,https://www.furnishedfinder.com/property/846882_2?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Bath, ME Large, Airy 1-1/2 Bedroom Apartment in Bath Large, Airy 1-1/2 Bedroom Apartment in Bath Bath, ME Available: Nov. 14, 2026 Available: Nov. 14, 2026 $2,300 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Large, Airy 1-1/2 Bedroom Apartment in Bath   House House icon Apartment in Bath, ME Large, Airy 1-1/2 Bedroom Apartment in Bath Large, Airy 1-1/2 Bedroom Apartment in Bath Bath, ME Available: Nov. 14, 2026 Available: Nov. 14, 2026 $2,300 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2.0,1.0,,1,0,1,"Large, Airy 1-1/2 Bedroom Apartment in Bath",,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,Apt.2 - Washington Street,,1700.0,,,https://www.furnishedfinder.com/property/438788_4?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Bath, ME Apt.2 - Washington Street Apt.2 - Washington Street Bath, ME Available: Nov. 26, 2026 Available: Nov. 26, 2026 $1,700 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"Apt.2 - Washington Street   House House icon Apartment in Bath, ME Apt.2 - Washington Street Apt.2 - Washington Street Bath, ME Available: Nov. 26, 2026 Available: Nov. 26, 2026 $1,700 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",1.0,1.0,,1,0,1,Apt.2 - Washington Street,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,",",,2000.0,,,https://www.furnishedfinder.com/property/587238_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Phippsburg, ME , , Phippsburg, ME Available: Nov. 06, 2026 Available: Nov. 06, 2026 $2,000 /month 2 Bedrooms 1 Bathroom 2 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,",   House House icon Apartment in Phippsburg, ME , , Phippsburg, ME Available: Nov. 06, 2026 Available: Nov. 06, 2026 $2,000 /month 2 Bedrooms 1 Bathroom 2 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2.0,1.0,,1,0,1,",",,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
furnished_finder,Bath,Sagadahoc,Bath,BATH,Sagadahoc,New build in Arrowsic. Close to beach and town.,,2800.0,,,https://www.furnishedfinder.com/property/780083_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon House in Arrowsic, ME New build in Arrowsic. Close to beach and town. New build in Arrowsic. Close to beach and town. Arrowsic, ME Available: Jun. 30, 2026 Available: Jun. 30, 2026 $2,800 /month 3 Bedrooms 2 Bathrooms 3 bdr 2 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:45:27,https://www.furnishedfinder.com/housing/us--me--bath,"New build in Arrowsic. Close to beach and town.   House House icon House in Arrowsic, ME New build in Arrowsic. Close to beach and town. New build in Arrowsic. Close to beach and town. Arrowsic, ME Available: Jun. 30, 2026 Available: Jun. 30, 2026 $2,800 /month 3 Bedrooms 2 Bathrooms 3 bdr 2 ba Parking Utilities Included Utilities included WiFi Washer and dryer",3.0,2.0,,1,0,1,New build in Arrowsic. Close to beach and town.,,,,,,unresolved,,,,unresolved,BATH,Bath,Sagadahoc,search_query_fallback,BATH,Bath,Sagadahoc,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,BATH,BATH,998,148400.0,223565.53509664294,106100.0,31300.0,0.0,0.36000001
